page,title,category,id,url,day,cover_url,short_text
58,A Hole New World,,13021,https://madgeargames.itch.io/a-hole-new-world,592,https://img.itch.zone/aW1hZ2UvMTMwMjEvMjE1NDE4LmpwZw==/315x250%23c/WRJ5JR.jpg,Fight the hordes of Shadows that come out  from the Underworld through thousand of holes
7,Lingotopia,,288572,https://tristan-dahl.itch.io/lingotopia,593,https://img.itch.zone/aW1hZ2UvMjg4NTcyLzE0MDczNzgucG5n/315x250%23c/3iMUFc.png,Explore a city and learn a real language
16,Cube Rampage,,90154,https://kronbits.itch.io/cube-rampage,594,https://img.itch.zone/aW1hZ2UvOTAxNTQvNDQzNTc1LmdpZg==/315x250%23c/BxxxGt.gif,Hit the cube to get all the items on the levels
7,Village Monsters,,135399,https://josh-bossie.itch.io/village-monsters,595,https://img.itch.zone/aW1nLzE5NDU1NTkucG5n/315x250%23c/KdObl7.png,Escape to a carefree and colorful village where the monsters are your friends.
12,Myth Bearer,,492048,https://jc-bailey.itch.io/myth-bearer,596,https://img.itch.zone/aW1nLzI4OTgxMDUuZ2lm/315x250%23c/zGRZu4.gif,An open world adventure RPG with puzzly elements.
53,Borb the Birb,,44905,https://ludonaut.itch.io/borb-the-birb,597,https://img.itch.zone/aW1hZ2UvNDQ5MDUvMjEwMTAyLmdpZg==/315x250%23c/O429DQ.gif,borb loves u
49,Tessa's Ark: Chapter 1,,189683,https://neutron-dust.itch.io/tessas-ark-early-access,598,https://img.itch.zone/aW1nLzI0NjQwNzUucG5n/315x250%23c/VWMxbB.png,A Sci-Fi Puzzle/RPG game set in a future where human only exist in a mainframe
7,Soft Body,,64396,https://godzekesatan.itch.io/soft-body,599,https://img.itch.zone/aW1hZ2UvNjQzOTYvMjkwOTMzLnBuZw==/315x250%23c/4BW7P1.png,"Meditate in bullet heaven (Soundtrack & Steam key included, free demo)"
50,Stophat,,24344,https://problematicar.itch.io/stophat,600,https://img.itch.zone/aW1hZ2UvMjQzNDQvMTU1MjA1LnBuZw==/315x250%23c/7TEDXW.png,An unconventional top-down.
58,Painty Balls,,667657,https://miguelantunes.itch.io/painty-balls,601,https://img.itch.zone/aW1nLzM2MTY3MDkucG5n/315x250%23c/x5OW05.png,Painty Balls - A chillout game with a challenge!
15,Dawn of a Soul,,170020,https://waldemar-umaniz.itch.io/dawn-of-a-soul,602,https://img.itch.zone/aW1hZ2UvMTcwMDIwLzgwMDk4Ni5wbmc=/315x250%23c/%2B8WlQF.png,A mathematical puzzle game about creating perfectly balanced paths by building chains and combos.
11,PARTICLE MACE,,3634,https://andymakes.itch.io/particlemace,603,https://img.itch.zone/aW1hZ2UvMzYzNC82NzA0Mi5naWY=/315x250%23c/qvR26k.gif,A space game about swinging trash into things and dying
1,No Delivery,,429778,https://horror-n-oates.itch.io/no-delivery,604,https://img.itch.zone/aW1nLzIxNDk0MjguZ2lm/315x250%23c/47C7vN.gif,An employee training video gone wrong.
51,#hasicontent,,660375,https://lu-bu.itch.io/hasicontent,605,https://img.itch.zone/aW1nLzM1NTUyMTgucG5n/315x250%23c/tiC1i7.png,Take fotos of the bunnys in your garden
24,The Indifferent Wonder of an Edible Place,,559671,https://studio-oleomingus.itch.io/the-indifferent-wonder-of-an-edible-place,606,https://img.itch.zone/aW1nLzI5NjM3OTguanBn/315x250%23c/aSVP6g.jpg,A short story about a municipal building eater.
47,Tutorial: Versatile InDesign Book Covers,Other,471780,https://adamjury.itch.io/tutorial-versatile-indesign-book-covers,607,https://img.itch.zone/aW1nLzI0MTY2NjgucG5n/315x250%23c/iJp06M.png,A quick-and-dirty InDesign tutorial to make a flexible book covers — easily exportable to many formats!
6,Astrologaster,,325130,https://nyamyam.itch.io/astrologaster,608,https://img.itch.zone/aW1nLzIwODY0MDkuanBn/315x250%23c/%2B2LTZB.jpg,A comedy written in the stars
51,BulletHell Planes,,361374,https://gissasmooth.itch.io/bullethell-planes,609,https://img.itch.zone/aW1nLzE4MDY3MzUucG5n/315x250%23c/daHR9y.png,Shoot your way through the enemy lines in hyperpowered aircraft!!!
57,TinkerQuarry,,624606,https://hallowraith.itch.io/tinkerquarry,610,https://img.itch.zone/aW1nLzMzMjc2MTYucG5n/315x250%23c/Cwn6CT.png,An RPG about a girl trapped in an uncanny plane of existence called “The Dollhouse”.
2,Haque,,41815,https://supertry.itch.io/haque,611,https://img.itch.zone/aW1hZ2UvNDE4MTUvODg4MTkyLnBuZw==/315x250%23c/sKjAcl.png,/hak/ Fight cute monsters! Avoid death! Save the Game
18,Slam Fighter II,,68291,https://teamdogpit.itch.io/slam-fighter-ii,612,https://img.itch.zone/aW1hZ2UvNjgyOTEvMzEwNjE2LnBuZw==/315x250%23c/DvUd22.png,The fighting game where the pain...is to your pride!
29,Forever Lost: Episode 1,,35571,https://glitchgames.itch.io/forever-lost-episode-1,613,https://img.itch.zone/aW1hZ2UvMzU1NzEvMTY1NzQwLmdpZg==/315x250%23c/XH7Yv3.gif,Awaken in a mind you don’t know to a world you can’t remember.
46,Karambola,,81367,https://holypangolin.itch.io/karambola,614,https://img.itch.zone/aW1hZ2UvODEzNjcvNjk1NjY0LnBuZw==/315x250%23c/419fYk.png,Lonely fruits and veggies with emotional problems need your help in this short point and click puzzle/adventure.
31,Pulstario,,507550,https://thatsmytrunks.itch.io/pulstario,615,https://img.itch.zone/aW1nLzI2OTU4NDIucG5n/315x250%23c/9p9ARS.png,A small space game.
54,Global Games Industry Guide,Other,597524,https://liamtwose.itch.io/global-games-industry-guide,616,https://img.itch.zone/aW1nLzMxNjQwNzYucG5n/315x250%23c/jSigFB.png,"Featuring 800+ entities including Publishers, Funding, Awards, Industry Bodies, Networks and more..."
25,Lieve Oma,,58594,https://vltmn.itch.io/lieve-oma,617,https://img.itch.zone/aW1hZ2UvNTg1OTQvMjYzNTYyLmdpZg==/315x250%23c/PyTC34.gif,"It's the season for penny buns, Grandma forced you to come along a bit. But deep down you know it'll do you good."
54,no secrets,Web,173375,https://quasiotter.itch.io/no-secrets,618,https://img.itch.zone/aW1hZ2UvMTczMzc1LzgwNzk0OC5naWY=/315x250%23c/oH8GhA.gif,internal dialogue on 4 sept 2017
58,Dead Pixels: The 8-bit zombie sim.,,668044,https://csr-studios.itch.io/deadpixels,619,https://img.itch.zone/aW1nLzM2MjE2NTEucG5n/315x250%23c/2CstmD.png,"A toxic waste spill finds its way into the water supply, causing the recently deceased to rise from their graves."
23,Marie's Room,,258519,https://kennyguillaume.itch.io/maries-room,620,https://img.itch.zone/aW1hZ2UvMjU4NTE5LzEyMzk4MDAucG5n/315x250%23c/q8v0wf.png,Marie's Room is a short story exploration game about an unconventional friendship between two classmates.
8,Helium Rain,,315941,https://deimos-games.itch.io/helium-rain,621,https://img.itch.zone/aW1nLzE1NTUyNDQucG5n/315x250%23c/4KvsEP.png,A realistic space sim for PC
19,Sheep Dreams Are Made of This,,35095,https://minichimera.itch.io/sheep-dreams-are-made-of-this,622,https://img.itch.zone/aW1hZ2UvMzUwOTUvMTI0MDcyNy5qcGc=/315x250%23c/CZamzS.jpg,
21,Super Skull Smash GO! 2 Turbo,,220450,https://poppyworks.itch.io/sssg2t,623,https://img.itch.zone/aW1hZ2UvMjIwNDUwLzEzNjc1ODUucG5n/315x250%23c/7yvVK3.png,The Kingdom of Bones needs you!
37,Reproduction Man,,30448,https://dkilmer.itch.io/reproduction-man,624,https://img.itch.zone/aW1hZ2UvMzA0NDgvMTI4MTUxLnBuZw==/315x250%23c/a%2BkeH%2F.png,A 2D puzzler where you help some very simple-minded sperm get to the egg
8,Ruya,,204419,https://miracle-tea.itch.io/ruya,625,https://img.itch.zone/aW1nLzM1ODMyOTIuanBn/315x250%23c/%2FzUygl.jpg,A game about dreams and motherhood
15,And Yet It Moves,,131126,https://brokenrules.itch.io/and-yet-it-moves,626,https://img.itch.zone/aW1hZ2UvMTMxMTI2LzYwNjQ3Ny5wbmc=/315x250%23c/9Fpu96.png,Turn your world upside-down!
14,Escape from Life Inc,,347372,https://speedframe.itch.io/life-inc,627,https://img.itch.zone/aW1nLzM0NjA0MDYucG5n/315x250%23c/Cb%2FTrj.png,A quirky platformer with a capturing story (literally!)
23,Pumpking,,189647,https://sophieh.itch.io/pumpking,628,https://img.itch.zone/aW1hZ2UvMTg5NjQ3Lzg4OTk4OS5wbmc=/315x250%23c/px5Vm0.png,"A difficult platform game, prove you are a Pumpking!"
57,Mission: It's Complicated,,394744,https://schellgames.itch.io/mission-its-complicated,629,https://img.itch.zone/aW1nLzM1NDY3MjIucG5n/315x250%23c/%2B1QYcW.png,"To stop a cosmic evil, you need to get some superheroes to fall in love and kiss… or maybe just become best friends."
7,Boreal Tenebrae,,626019,https://boreal-tenebrae.itch.io/boreal-tales,630,https://img.itch.zone/aW1nLzM1Njk1ODguZ2lm/315x250%23c/GYiMCw.gif,Delve into the Dream of a Dying Town.
21,Idioctopus,,97292,https://badgerhammer.itch.io/idioctopus,631,https://img.itch.zone/aW1hZ2UvOTcyOTIvNDU2MDc2LmdpZg==/315x250%23c/mdJdj7.gif,Guide brainless lovestruck octopus couples safely to their romantic rendezvous in increasingly deadly date spots.
17,Chipmonk!,,208802,https://niemi-bros.itch.io/chipmonk,632,https://img.itch.zone/aW1nLzE4MjM4NjEucG5n/315x250%23c/zVQNze.png,Retro-inspired beat 'em up starring chipmunk warriors!
54,The Spark of One,,48038,https://princemarioone.itch.io/thesparkofone,633,https://img.itch.zone/aW1hZ2UvNDgwMzgvMjIzODU5LmdpZg==/315x250%23c/BZE9R7.gif,A game for Dr. Martin Luther King Jr.
21,COMPEL,,592987,https://nolifedev.itch.io/compel,634,https://img.itch.zone/aW1nLzM0MDMwODMucG5n/315x250%23c/7if3NP.png,"Compel evil, or perish trying."
35,SUPER CUBE ATTACK,,600031,https://fancy-skeletons.itch.io/super-cube-attack,635,https://img.itch.zone/aW1nLzMxOTc5NjUucG5n/315x250%23c/v64xEL.png,Minimalist cube action
21,Lizzi Crossing,,664587,https://evalee.itch.io/lizzi-crossing,636,https://img.itch.zone/aW1nLzM4MDMwNTUucG5n/315x250%23c/uLEwQY.png,Find the exit in this Nonogram meets Minesweeper puzzle game.
54,The Secret of Tremendous Corporation,,25274,https://dos.itch.io/the-secret-of-tremendous-corporation,637,https://img.itch.zone/aW1hZ2UvMjUyNzQvMTE0NTMxLnBuZw==/315x250%23c/9Z6wQe.png,Discover the legendary Secret™ and save the game industry!
45,Skin & Bones,,17078,https://mgeorg1.itch.io/skinandbones,638,https://img.itch.zone/aW1nLzMyMDQ2NjgucG5n/315x250%23c/eVXVzL.png,Retro style platform game
45,Garrison Gauntlet,,289322,https://ryan-silberman.itch.io/garrison-gauntlet,639,https://img.itch.zone/aW1hZ2UvMjg5MzIyLzE0MTE0NDAucG5n/315x250%23c/fbfOKf.png,Stop Garrison's forces from the inside!
24,Wishing Sarah,,571125,https://asteristic.itch.io/wishing-sarah,640,https://img.itch.zone/aW1nLzM0MzgzMjAucG5n/315x250%23c/APPKzm.png,Help Sarah traverse her weird dreams once more!
56,8 Bit Space,,588926,https://glassfroggames.itch.io/8-bit-space,641,https://img.itch.zone/aW1nLzMxMDg3MDEucG5n/315x250%23c/qfQzB3.png,ZX Spectrum Inspired Platformer
26,Escaped Chasm,,377763,https://tuyoki.itch.io/escaped-chasm,642,https://img.itch.zone/aW1nLzE4OTE4MDcucG5n/315x250%23c/8k3cTs.png,​A small little RPGmaker game about a lonely girl with a connection to another world that she sees in her dreams.
25,Hive Time,,420407,https://cheeseness.itch.io/hive-time,643,https://img.itch.zone/aW1nLzMwMzQ5MzkuZ2lm/315x250%23c/nWvYn1.gif,A cute and zany bee themed management sim/base builder.
36,Who Killed My Father Academy!,,125783,https://ntagonistic.itch.io/wkmfa,644,https://img.itch.zone/aW1hZ2UvMTI1NzgzLzE1MTcxODUucG5n/315x250%23c/Xf0%2BcD.png,Fake-date boys to find out which one killed your father!
2,Tonight We Riot,,634355,https://meansinteractive.itch.io/tonight-we-riot,645,https://img.itch.zone/aW1nLzMzODg3NzcucG5n/315x250%23c/1af5YR.png,A revolutionary crowd-based retro brawler
49,Recording the Predestined Time,,131749,https://amorphous.itch.io/recording,646,https://img.itch.zone/aW1nLzE4ODkwMzAucG5n/315x250%23c/jYHLg6.png,observations of intertwined lives
44,Rasternauts,,27123,https://mostlyfictional.itch.io/rasternauts,647,https://img.itch.zone/aW1hZ2UvMjcxMjMvMTEwMjcxLnBuZw==/315x250%23c/ggaZFX.png,"Run, jump and shoot your way through over 40 levels to hold back the vector invasion and save all of raster kind!"
46,Christmas Cats Revenge,,579350,https://amaxang-games.itch.io/christmas-cats-revenge,648,https://img.itch.zone/aW1nLzMwNTA5MzMucG5n/315x250%23c/Ipv6DB.png,Christmas Cats Revenge is a Christmas themed 2D Platform Action game based on the story of the war between two kingdoms.
15,9 Till Void,,545729,https://benal.itch.io/9tillvoid,649,https://img.itch.zone/aW1nLzMyNzQ4NTQucG5n/315x250%23c/EX%2BzFW.png,Turn-based deckbuilding roguelike featuring neither deck nor cards
4,Sewer Rave,,309634,https://slitherpunk.itch.io/sewer-rave,650,https://img.itch.zone/aW1nLzE2MTk5MTUuZ2lm/315x250%23c/qBfD1N.gif,PARTY WITH RATS
49,DROID7,,570980,https://juancolacelli.itch.io/droid7,651,https://img.itch.zone/aW1nLzM3MjY3MzUucG5n/315x250%23c/gbTJ2%2F.png,"Escape or die, it's your choice"
55,Devtheism,,10549,https://fahmitsu.itch.io/devtheism,652,https://img.itch.zone/aW1hZ2UvMTA1NDkvMzE4ODcuanBn/315x250%23c/QgpjRv.jpg,
25,"Dr. Langeskov, The Tiger, And The Terribly Cursed Emerald: A Whirlwind Heist",,45830,https://crowscrowscrows.itch.io/dr-langeskov-the-tiger-and-the-terribly-cursed-emerald-a-whirlwind-heist,653,https://img.itch.zone/aW1hZ2UvNDU4MzAvMTk5MzUxLnBuZw==/315x250%23c/4Jdq5r.png,A 15 minute experimental heist game
40,HubWorld,,443454,https://jeremyulrich.itch.io/hubworld,654,https://img.itch.zone/aW1nLzMwNjI1MzkuanBn/315x250%23c/YoAYYX.jpg,Interact and explore.
54,Intrepid,Web,240297,https://jambudd.itch.io/intrepid,655,https://img.itch.zone/aW1hZ2UvMjQwMjk3LzExNDQ2MzMucG5n/315x250%23c/jfxOiv.png,You are an intrepid explorer hunting for artifacts. Can you survive? A little game for the archaeology bitsy jam.
9,Erth,,14578,https://ben-m.itch.io/erth,656,https://img.itch.zone/aW1hZ2UvMTQ1NzgvNzI0MjguZ2lm/315x250%23c/70kfBt.gif,A challenging infinite top-down sandbox RPG with crafting and exploring elements.
50,Discsphere,,423049,https://happy-frog-games.itch.io/discsphere,657,https://img.itch.zone/aW1nLzIxMTA1MzMucG5n/315x250%23c/F2W5zn.png,"A sports game with boss battles, area control, and a bit of dodgeball"
12,"1,000 Heads Among the Trees",,45769,https://aaronoldenburg.itch.io/1000-heads-among-the-trees,658,https://img.itch.zone/aW1hZ2UvNDU3NjkvMTk4OTU0LmpwZw==/315x250%23c/Ig1C00.jpg,Nighttime exploration of an eccentric town in the Peruvian desert
4,Bleed 2,,257263,https://bootdiskrevolution.itch.io/bleed-2,659,https://img.itch.zone/aW1hZ2UvMjU3MjYzLzEyMzM0MDEucG5n/315x250%23c/qwpXP6.png,"A relentless arcade action game with air-dodging, bullet-reflecting, and tons of bosses."
22,Lazy Galaxy: Rebel Story,,293374,https://coldwildgames.itch.io/lazy-galaxy-rebel-story,660,https://img.itch.zone/aW1hZ2UvMjkzMzc0LzE0MzA5MzEucG5n/315x250%23c/yHnvKm.png,A narrative SHMUP / roguelite
51,C.M.Y.K,,1676,https://crankgaming.itch.io/cmyk,661,https://img.itch.zone/aW1hZ2UvMTY3Ni83Njg4LnBuZw==/315x250%23c/xbB%2Bql.png,C.M.Y.K is a local multiplayer game
1,Sky Rogue,,647,https://fractal-phase.itch.io/sky-rogue,662,https://img.itch.zone/aW1nLzI0MDczNjMucG5n/315x250%23c/c3uYpv.png,"A fwooshy, intense, procedurally generated fly-em-up"
18,The Maker's Eden,,29464,https://screwylightbulb.itch.io/the-makers-eden,663,https://img.itch.zone/aW1hZ2UvMjk0NjQvMTIyOTAxLnBuZw==/315x250%23c/BnTdrj.png,Sci-fi hypertext adventure in the style of a motion-comic.
57,Tap Strike BOOM!,,40340,https://albertosmdev.itch.io/tap-strike-boom,664,https://img.itch.zone/aW1hZ2UvNDAzNDAvMTczNzkxLnBuZw==/315x250%23c/Y%2FbBr3.png,An arcade puzzler with an explosive twist!
13,Heavy Bullets,,189641,https://devolverdigital.itch.io/heavybullets,665,https://img.itch.zone/aW1hZ2UvMTg5NjQxLzg4NzE5MC5qcGc=/315x250%23c/mRnS9p.jpg,Heavy Bullets is a randomized FPS dungeon crawler with limited but reusable ammunition.
33,Cell Tune,,467154,https://niklas-riewald.itch.io/cell-tune,666,https://img.itch.zone/aW1nLzIzODU3NjcucG5n/315x250%23c/eS06ZM.png,A life simulation game where you design creatures on a microscopic level and let them fight against other organism
3,Vilmonic,,26881,https://bludgeonsoft.itch.io/vilmonic,667,https://img.itch.zone/aW1hZ2UvMjY4ODEvMTQ4NTE4NS5naWY=/315x250%23c/8c5%2B6f.gif,Artificial life and genetics evolution simulator sandbox game.
49,Death Game+,,224722,https://fracturedminddev.itch.io/death-gamepro,668,https://img.itch.zone/aW1nLzI1MDk3NzkucG5n/315x250%23c/g84G%2BG.png,Be the first to die! Has a level editor
7,Mendel,,181232,https://owenthebell.itch.io/mendel,669,https://img.itch.zone/aW1hZ2UvMTgxMjMyLzE0MjQ5OTMucG5n/315x250%23c/MO%2BXB0.png,Chill sandbox for growing weird plants from alien genetics.
21,BloodBlast VR,,555390,https://kalinka.itch.io/bloodblast,670,https://img.itch.zone/aW1nLzMxMzExMTYuanBn/315x250%23c/pdG%2Fxa.jpg,Cure disease at nano scale by shooting virus directly
5,VEKTOR 2089,,79620,https://impbox.itch.io/vektor2089,671,https://img.itch.zone/aW1hZ2UvNzk2MjAvMzc5Mjk4LmdpZg==/315x250%23c/thGwdc.gif,Futuristic Anti-Gravity Racing
17,Xenogunner,,610114,https://clickteam.itch.io/xenogunner,672,https://img.itch.zone/aW1nLzMyNDM4NjQuZ2lm/315x250%23c/y2YtHg.gif,Blast your way past a large variety of bosses in this intense boss-focused run-and-gun platformer!
45,A e r o c r a f t,,555132,https://rackover.itch.io/aerocraft,673,https://img.itch.zone/aW1nLzI5MDc0MTAuanBn/315x250%23c/Vhnqph.jpg,Free flight in an infinite space
44,iZBOT,,14754,https://ruxar.itch.io/izbot,674,https://img.itch.zone/aW1hZ2UvMTQ3NTQvNTEwODEuZ2lm/315x250%23c/bVM%2FD6.gif,Fast paced platformer
1,Night in the Woods,,93664,https://finji.itch.io/night-in-the-woods,675,https://img.itch.zone/aW1hZ2UvOTM2NjQvNDM4OTk3LnBuZw==/315x250%23c/bY3lZb.png,"At the end of everything, hold onto anything."
56,Potion Commotion:  Heart Edition,,506853,https://jsmnbom.itch.io/potion-commotion,676,https://img.itch.zone/aW1nLzI2MzA5ODgucG5n/315x250%23c/44Y1Xy.png,"Grow plants, brew potions, maybe even solve a mystery"
18,Word Forward,,372637,https://rocketshippark.itch.io/word-forward,677,https://img.itch.zone/aW1nLzI0Mzc4MzAuZ2lm/315x250%23c/heECSw.gif,Beautifully simple. Endlessly challenging.
53,Barrel Roll,,625863,https://powerspark.itch.io/barrel-roll,678,https://img.itch.zone/aW1nLzM4Njg0MTIucG5n/315x250%23c/9vp69J.png,Fly back home with damaged wings
52,Game Dev Flashcards,Other,447780,https://cybikitty.itch.io/flashcards,679,https://img.itch.zone/aW1nLzIyNjMwOTMucG5n/315x250%23c/qfqu%2BP.png,
50,Arlo The Rabbit,,340583,https://joshimations.itch.io/arlo-the-rabbit,680,https://img.itch.zone/aW1nLzE2ODc4NjEucG5n/315x250%23c/hRQDqY.png,"Welcome to Arlo's first adventure, in an old-school platformer fashion! Complete with amazing chiptune tracks!"
43,Rogues Like Us,,258967,https://oddbyte.itch.io/rogues-like-us,681,https://img.itch.zone/aW1hZ2UvMjU4OTY3LzEyNDI0MTUucG5n/315x250%23c/9pnqny.png,Stand against a resurging threat by yourself or with a friend in local co-op in this unique hack n' slash roguelite!
48,Croissants,,565763,https://questionable.itch.io/croissants,682,https://img.itch.zone/aW1nLzMwMzc1MzUucG5n/315x250%23c/p9XYrS.png,A game about Croissants and Life
55,QUACK ATTACK 1985: TURBO DX EDITION,,664040,https://attackmountain.itch.io/quack-attack-1985-turbo-dx-edition,683,https://img.itch.zone/aW1nLzM1NzgxNzgucG5n/315x250%23c/76a1%2F%2B.png,Duckster doesn't give a damn about any one or any thing.
44,Stoneblade,,424618,https://conradicals-games.itch.io/stoneblade,684,https://img.itch.zone/aW1nLzIxMTkzNTcucG5n/315x250%23c/lJzSvr.png,Tetris with swords and bombs.
12,Empyrean Frontier,,72453,https://galdorstudios.itch.io/empyrean-frontier,685,https://img.itch.zone/aW1hZ2UvNzI0NTMvMzMyODc5LmpwZw==/315x250%23c/7GeaA8.jpg,Singleplayer RTS game with procedural campaign
6,Seduce Me The Complete Story,,582335,https://vamichaelalaws.itch.io/seduce-me-the-complete-story,686,https://img.itch.zone/aW1nLzMwNjg2NDAucG5n/315x250%23c/KGp02D.png,"The Complete Story of the Demon Arc ""Seduce Me the Otome"""
11,Blue Rose,,48200,https://whitecat.itch.io/blue-rose,687,https://img.itch.zone/aW1hZ2UvNDgyMDAvMjA5OTA2LnBuZw==/315x250%23c/VlDUpN.png,Fantasy romance visual novel
50,OMEGANAUT,,415463,https://txori.itch.io/omeganaut,688,https://img.itch.zone/aW1nLzMxMzI5NzUucG5n/315x250%23c/d%2BmiTT.png,When Starfox meets roguelike!
50,What happened to Survey Team 4?,,421839,https://iaintheindie.itch.io/what-happened-to-survey-team-4,689,https://img.itch.zone/aW1nLzI4MDgzNjQucG5n/315x250%23c/jS8O9y.png,You may find out ... will you live to tell anyone though?
28,Animal Lover,,110703,https://trainwreckstudios.itch.io/animal-lover,690,https://img.itch.zone/aW1hZ2UvMTEwNzAzLzUzMDc4MC5wbmc=/315x250%23c/TgOtOt.png,"Five boys, five animals, more trouble than they're worth."
9,Volo Airsport,,26701,https://ramjetanvil.itch.io/volo-airsport,691,https://img.itch.zone/aW1hZ2UvMjY3MDEvMzAzMTU5LnBuZw==/315x250%23c/oGo1%2Fx.png,"Wear a wingsuit, fly your body, hug the mountain, try again"
3,Task Force Kampas,,217069,https://casiopea.itch.io/taskforcekampas,692,https://img.itch.zone/aW1nLzE4NzEwMzMuZ2lm/315x250%23c/ljk2PX.gif,A classic shoot em' up on steroids.
49,Blaster Bunny +,,518467,https://powergames1142.itch.io/blaster-bunny,693,https://img.itch.zone/aW1nLzI2OTI2ODIucG5n/315x250%23c/3%2FwPds.png,A post apocalyptic roguelike platform game!!!
52,The Missing Locksmith,,608017,https://elleosiliwood.itch.io/the-missing-locksmith,694,https://img.itch.zone/aW1nLzMyMjg2MzYucG5n/315x250%23c/aLvpwh.png,Can you solve a heist in this alternate reality game?
22,Glitch Strike,,542801,https://corriveaugames.itch.io/glitch-strike,695,https://img.itch.zone/aW1nLzI4Mjg4OTUucG5n/315x250%23c/91T%2BUu.png,Overcome enemy hackers in tactical turn-based cyber battles.
24,EVADER,,150631,https://zerofiftyone.itch.io/evader,696,https://img.itch.zone/aW1hZ2UvMTUwNjMxLzcwMDI0NC5wbmc=/315x250%23c/Y9v9bx.png,Graceful twin-stick arcade action with no bullets.
46,Gunducky Industries,,584476,https://thewgreen.itch.io/gunducky-industries,697,https://img.itch.zone/aW1nLzMwODA5NzQucG5n/315x250%23c/TMz%2F6M.png,
55,Shrine to Anubis,,596646,https://stuart-foley-games.itch.io/shrine-to-anubis,698,https://img.itch.zone/aW1nLzMzODc0MDgucG5n/315x250%23c/DZcRlC.png,A pixel platformer/adventure where you try to find the shrine to Anubis
10,A NIGHTMARE'S TRIP,,413325,https://skyhour.itch.io/a-nightmares-trip,699,https://img.itch.zone/aW1nLzI1NDkwOTUucG5n/315x250%23c/DyQ3Co.png,Turn the nightmares of the past into a fantastical dream made real.
10,Steam Marines,,10039,https://worthlessbums.itch.io/steammarines,700,https://img.itch.zone/aW1nLzIwOTI2NzQuZ2lm/315x250%23c/TCkmqO.gif,Squad-based roguelike - marines on a steampunk spaceship.
3,Hidden Folks,,333552,https://adriaan.itch.io/hidden-folks,701,https://img.itch.zone/aW1nLzE2NTYzNjQucG5n/315x250%23c/PNHQuD.png,"A hand-drawn, interactive searching game"
26,Pin Puck,,356175,https://patdavisgames.itch.io/pin-puck,702,https://img.itch.zone/aW1nLzMyNTI1NjQucG5n/315x250%23c/rpEwWH.png,Multiplayer ice hockey inspired mayhem
12,Tallowmere,,2470,https://chrisnzl.itch.io/tallowmere,703,https://img.itch.zone/aW1hZ2UvMjQ3MC82NzM0My5wbmc=/315x250%23c/7i9gBR.png,Raise your shield.
23,Vincent: The Secret of Myers | 文森：梅尔斯的秘密,,465774,https://dino999z.itch.io/vincent-the-secret-of-myers,704,https://img.itch.zone/aW1nLzI3MjcyMzQucG5n/315x250%23c/Dolwt8.png,
19,Hammer Bomb,,65341,https://marumari.itch.io/hammer-bomb,705,https://img.itch.zone/aW1hZ2UvNjUzNDEvMjk1NTY3LmdpZg==/315x250%23c/ehdh9c.gif,Old school arcade dungeon crawler
21,Dogs Throwing Swords II: Three Barks To The Wind,,644939,https://agentv.itch.io/dogsthrowingswords2,706,https://img.itch.zone/aW1nLzM1Nzk3OTAucG5n/315x250%23c/fymwCb.png,A sidescrolling bark-em-up where you create and guide a team of very good dogs to save their home!
37,Out the Window: a car trip sim,,438084,https://girldebord.itch.io/out-the-window,707,https://img.itch.zone/aW1nLzIyNTkyNDYucG5n/315x250%23c/LR%2BYst.png,Relive the car trips of your youth by controlling an imaginary friend who runs beside your car.
57,Synestia,,613658,https://firesidestudio.itch.io/synestia,708,https://img.itch.zone/aW1nLzMyNjQ5OTYucG5n/315x250%23c/YZK85E.png,A Planet Creator
39,Astral Defense,,443617,https://pixelpajamastudios.itch.io/astraldefense,709,https://img.itch.zone/aW1nLzIyNDU2NDUucG5n/315x250%23c/KuhCX8.png,A tiny pixel art space shooter
4,A Normal Lost Phone,,98206,https://dear-villagers.itch.io/a-normal-lost-phone,710,https://img.itch.zone/aW1hZ2UvOTgyMDYvNDY0NTEwLnBuZw==/315x250%23c/WjAKV%2F.png,A Normal Lost Phone is a game about exploring the intimacy of an unknown person whose phone was found by the player.
1,Mu Cartographer,,54052,https://titouanmillet.itch.io/mu-cartographer,711,https://img.itch.zone/aW1hZ2UvNTQwNTIvMjQwOTgzLnBuZw==/315x250%23c/a8kAOL.png,Experimental Colourful Exploration Machine
52,Zepball Deluxe,,665956,https://blainekyle.itch.io/zepball,712,https://img.itch.zone/aW1nLzM1OTg4MzMucG5n/315x250%23c/QGFUua.png,Simple game I made in my free time fifteen years ago.
57,Easy Coppa,Tool,525605,https://patolistudio.itch.io/easy-coppa,713,https://img.itch.zone/aW1nLzI3MzAwNDkucG5n/315x250%23c/fmbHxe.png,Quick and Easy Implementation
50,Retromancer,,330279,https://spinfoam-games.itch.io/retromancer,714,https://img.itch.zone/aW1nLzE2OTc1NDkucG5n/315x250%23c/o6QyUR.png,"A frantic, fantasy themed twin-stick shooter"
16,Prince of Cats,,429212,https://skybeargames.itch.io/prince-of-cats,715,https://img.itch.zone/aW1nLzIxNDYwOTMucG5n/315x250%23c/GNViba.png,A Shakespearean fairy tale visual novel
